"Cooperativa Miminhos Alegres, CRL","Praceta S. Tomé e Príncipe, N.o 12 - 4o C",Sintra,Lisboa,Cooperativa,2009,508384060
CUIDA - Coop de Investimento e Desenvolvimento Activo CRL,"Rua Oliva Guerra, no 2 Lj C",Sintra,Lisboa,Cooperativa,2012,510118062
"Coop Linque - Cuidados Paliativos em Casa, Cooperativa deResponsabilidade Limitada","Urbanização Quinta Verde, Lote 87 -Nafarros",Sintra,Lisboa,Cooperativa,2017,513338659
Cool Coop - Cooperativa de Solidariedade Social CRL,"Praça Joaquim Machado de Castro, no 9 - 1oesqo",Sintra,Lisboa,Cooperativa,2018,513324941
YouthCoop - Cooperativa para o Desenvolvimento e Cidadania CRL,"Rua da Abelheira, n.o 3 - 5.o Direito",Sintra,Lisboa,Cooperativa,2019,514707852
"CERCITEJO - Cooperativa de Educação e Reabilitação de CidadãosInadaptados, CRL","Rua da Esperança, no. 6","Vila Franca deXira",Lisboa,Cooperativa,2001,500719519
"CERCIPÓVOA -Cooperativa de Educação e Reabilitação de CidadãosInadaptados, CRL","Rua do Morgado da Póvoa, Lote 1","Vila Franca deXira",Lisboa,Cooperativa,2001,500708177
Cooperactiva - Cooperativa de Desenvolvimento. Social CRL,"R. das Minas, n.o 11 - Loja A - Bairro doZambujal",Amadora,Lisboa,Cooperativa,2004,505252589
"CERCIAMA - Cooperativa de Educação e Reabilitação de CriançasAnadaptadas da Amadora, CRL.","Av. Pedro Alvares Cabral, no. 28 r/c Dto.",Amadora,Lisboa,Cooperativa,2008,500636826
"CO(OP)RAÇÃO, Cooperativa de Solidariedade Social, CRL","Rua D. Maria II, 23 B",Amadora,Lisboa,Cooperativa,2010,508831040
"Eu Cãosigo - Intervenções Assistidas por Animais, Cooperativa deResponsabilidade Limitada","Rua Henrique de Paiva Couceiro, n.o 10",Amadora,Lisboa,Cooperativa,2019,514987278
"Residência Sénior Colinas do Cruzeiro - Cooperativa de SolidariedadeSocial, CRL","Rua Rosa Lobato Faria, lote 15 - Arroja",Odivelas,Lisboa,Cooperativa,2012,510278230
"Raia Mayor Cooperativa de Solidariedade Social, Crl","Trav. dos Combatentes da Grande Guerra,n.o 5 F",Campo Maior,Portalegre,Cooperativa,2016,513132759
"CERCIPORTALEGRE-Cooperativa Educação e Reabilitação Cidadãos comInacapacidades,de Portalegre C.R.L.",Rua Dona Olinda Sardinha - Quinta da Lage,Portalegre,Portalegre,Cooperativa,1999,501086889
"CERCIMARANTE - Cooperativa para a Educação e Reabilitação deCidadãos com Incapacidades, CRL","Rua de Guimarães, n.o 869",Amarante,Porto,Cooperativa,2002,501471189
"CERCIFEL - Cooperativa de Solidariedade Social, CRL",Ava. Magalhães Lemos,Felgueiras,Porto,Cooperativa,2004,501412905
"PONTO UM -  Apoio Geriátrico Personalizado, CRL","Rua Pedro Alvares Cabral, 300",Gondomar,Porto,Cooperativa,2008,507945107
"Escolinha da Campainha - Cooperativa de Solidariedade Social, CRL","Praceta das Perlinhas, n.o 29 a 51 R/C",Gondomar,Porto,Cooperativa,2017,513216073
"Cooperativa Lousavidas, CRL","Avenida Sá e Melo, n.o 196 - Cristelos",Lousada,Porto,Cooperativa,2017,513147691
"BOMPORTO - Cooperativa de Solidariedade Social, CRL'","Rua Bernardino Machado, no. 510",Maia,Porto,Cooperativa,2010,508947863
"CERCIMARCO - Cooperativa para a Educação e Reabilitação de CriançasInadaptadas, CRL","Largo Sacadura Cabral, Freguesia deFornos","Marco deCanaveses",Porto,Cooperativa,2001,501796800
"Cooperativa de Solidariedade Social Construção Habitação Aldeia Nova,CRL","Praceta Aldeia Nova, no. 151, freg. Sa.daHora",Matosinhos,Porto,Cooperativa,2006,500676526
"Realidade Social - Cooperativa de Solidariedade Social, CRL","R da Realidade, no 129",Matosinhos,Porto,Cooperativa,2008,507960394
"MOSAICO - Cooperativa de Solidariedade Social, CRL","Praceta S. Miguel Arcanjo, 61/63 - LeçaPalmeira",Matosinhos,Porto,Cooperativa,2017,509744346
"Cooperativa de Solidariedade Social do Povo Portuense, CRL","Rua do Paraíso, 217 - 1o.",Porto,Porto,Cooperativa,2001,500075980
"CETA SOCIAL - Cooperativa de Solidariedade, CRL","Alameda Professor Rui Luís Gomes, 257 -Loja 3",Porto,Porto,Cooperativa,2003,506423301
"ACOLHE - Cooperativa de Solidariedade Social, CRL","Rua da Constituição, no. 2106",Porto,Porto,Cooperativa,2003,504986716
"COOPBERÇO - Cooperativa de Solidariedade Social, CRL","Rua do Amial, no. 302 - Porto",Porto,Porto,Cooperativa,2006,500597308
"ARRIMO - Organização Cooperativa para o Desenvolvimento Social eComunitário, CRL'","Rua de Azevedo, no. 398",Porto,Porto,Cooperativa,2010,508543967
"Fisoot - Formação, Integração Social e Ofertas de Oportunidades deTrabalho, CRL","Rua de Costa Cabral, n.o 927",Porto,Porto,Cooperativa,2015,506213498
"CAID - Cooperativa de Apoio à Integração do Deficiente, CIPRL","Edifício NAID Loteamento IndustrialMunicipal",Santo Tirso,Porto,Cooperativa,2003,504788078
"Cercivalongo - Cooperativa de Educação e Reabilitação de CidadãosInadaptados, CRL","Largo da Estação,passagem inferior pedonalda",Valongo,Porto,Cooperativa,2016,513293930
"CERCIGAIA - Cooperativa para a Educação e Reabilitação de CidadãosInadaptados, CRL",Escola Primária de S. Paio,"Vila Nova deGaia",Porto,Cooperativa,2002,500594139
"Cooperar Mais - Cooperativa de Intervenção Social da Madalena, CRL",Rua de Bissau no 14 Madalena,"Vila Nova deGaia",Porto,Cooperativa,2007,507600789
"Cooperativa de Solidariedade Social Sol Maior, CRL","Rua D. Maria da Costa Basto, no 525","Vila Nova deGaia",Porto,Cooperativa,2008,507882245
"Cooperativa de Solidariedade Social Viver Pedroso - Cooperativa deResponsabilidade Limitada","Rua Paúl de Pedroso, n.o 22","Vila Nova deGaia",Porto,Cooperativa,2021,515557064
"Idade Tranquila - Cooperativa Social, CRL",Quinta da Rocha,Cartaxo,Santarém,Cooperativa,2007,507762061
"LAR DOS IRMÃOS HENRIQUES, CRL","Rua da Fonte, 11 - Casal da Velha -Alcobertas",Rio Maior,Santarém,Cooperativa,2008,507766776
"Centro de  Acolhimento Azinheiras de São Pedro - Cooperativa deResponsabilidade Limitada","Quinta da Silvã, Lote 116",Torres Novas,Santarém,Cooperativa,2008,508225388
"Cooperativa Mista de Ensino do Laranjeiro, CRL","Rua D. Duarte, Blocos V, X, Z - Caves",Almada,Setúbal,Cooperativa,1999,500437637
"Centro ""ABCREAL"" Cooperativa de Solidariedade Social, CRL",Rua Na Senhora do Cabo no 7,Almada,Setúbal,Cooperativa,2009,508741289
"Cooperativa Almadense de Solidariedade Social, C.R.L.","Rua Serpa Pinto, no 22",Almada,Setúbal,Cooperativa,2009,500257280
"Cooperativa de Solidariedade Social e Cultural Operária Barreirense, CRL","Rua Dr. Eusébio Leão, n. o 11",Barreiro,Setúbal,Cooperativa,2007,500257248
"CERCIMB - Cooperativa para a Educação,Reabilitação, Capacitação eInclusão da Moita e Barreiro, CRL","Rua Grão Vasco, n.o 25",Barreiro,Setúbal,Cooperativa,2010,501110763
"CERCIGRÂNDOLA - Cooperativa para a Educação e Reabilitação deCrianças Inadaptadas de Grândola, CRL","Ava. Jorge Nunes, no. 26",Grândola,Setúbal,Cooperativa,1998,500819050
"RUMO - Cooperativa de Solidariedade Social, CRL","Rua Dr. Agostinho Neto, Penteado - Moita",Moita,Setúbal,Cooperativa,2002,501290800
"Colégio Corte Real, Cooperativa de Solidariedade Social, CRL","Parque de Empresas dos 4 Marcos - EdifícioTejo",Moita,Setúbal,Cooperativa,2008,507106148
"CERCIMA -Cooperativa de Educação,Reabilitação,Capacitação e Inclusãode Montijo e Alcochete, CRL","Rua D. Nuno Álvares Pereira, n.o 141",Montijo,Setúbal,Cooperativa,1999,500594155
"Latitudes - Cooperativa de Apoio Psicológico e Psicopedagógico, CRL","Rua Avelina Pires Leitão, Lt. 186 - 2o Esq",Palmela,Setúbal,Cooperativa,2010,509103936
"CERCISIAGO -Coop.para a Educação e Reabilitação de CriançasInadaptadas de Sines e Sant.Cacém, CRL","Rua João de Deus, no. 8","Santiago doCacém",Setúbal,Cooperativa,1998,500798370
"ESPIGA - Cooperativa de Solidariedade Social, CRL","Rua de Lisboa - Condomínio Monte S.Sebastião","Santiago doCacém",Setúbal,Cooperativa,2008,506318770
"CERCISA - Cooperativa para a Educação e Reabilitação de CidadãosInadaptados de Seixal e Almada, CRL","Miratejo, Concelho de Seixal",Seixal,Setúbal,Cooperativa,2005,500436576
"CERCIZIMBRA - Cooperativa para Educação e Reabilitação de CidadãosInadaptados de Sesimbra, CRL","Rua dos Casais Ricos, no 1",Sesimbra,Setúbal,Cooperativa,2000,500594180
"SEIES - Sociedade de Estudos e Intervenção em Engenharia Social, CRL","Rua José Pereira Martins, n.o 14",Setúbal,Setúbal,Cooperativa,2003,501080236
"Sines em Rede, CRL","Bairro Primeiro de Maio, Lote 111A",Sines,Setúbal,Cooperativa,2016,510986790
"Laços de Família - Cooperativa de Solidariedade Social, CRL","Rua João Martins Viana, 105 Bloco C","Viana doCastelo","Viana doCastelo",Cooperativa,2015,510755909
"H! Social, CRL","Rua do Loureiro, n.o 11 - 2o Andar","Viana doCastelo","Viana doCastelo",Cooperativa,2016,513245049
"Cooperativa Maior ou Igual, CRL","Urb. do Pessegueiro, Lt. 1, Lj. 1 Sta. Ma.Maior",Chaves,Vila Real,Cooperativa,2008,507602153
"Cercichaves - Cooperativa de Educação e Reabilitação dos Cidadãos comIncapacidade, CRL",Rua Inácio Pizarro,Chaves,Vila Real,Cooperativa,2018,514270128
"CERCIMONT- Cooperativa de Educação e Reabilitação de CidadãosInadaptados de Montalegre, CRL","Travessa Miguel Torga, 1",Montalegre,Vila Real,Cooperativa,2012,509959237
"Coopcuidar-Cooperativa pa o Desenvolvimento e Apoio Bio-Psico-Social doPortador de Deficiência, CRL","Quinta de São João Batista, Lote 1 - Ponte",Vila Real,Vila Real,Cooperativa,2017,513580778
Caminho de Encontro - Cooperativa de Solidariedade Social CRL,"R Serpa Pinto, n.o 586 - 1 o F-S. Pedro doSul","São Pedro doSul",Viseu,Cooperativa,2007,508000700
"VÁRIOS - Cooperativa de Solidariedade Social, CRL",Rua Tomás Ribeiro,Tondela,Viseu,Cooperativa,2000,504656392
New Heroes CRL,"Rua Dr. Amadeu Ferraz de Carvalho, n.o 189R/C",Tondela,Viseu,Cooperativa,2016,513588035
